text,risk_level,risk_label
"Emulsifier ((471),460())",4,Concerning
"ANTIOXIDANT, Preservative (282), MIXED SPICES, REFINED SOYABEAN OIL, Edible Common Salt, Refined Wheat Flour (Maida), PALMOLEIN, REFINED PALMOLEIN, Acidity Regulators (330, 331()), ARTIFICIAL FLAVOURING SUBSTANCE VANILLA AND MILK, EMULSIFIERS [481(I), 471 & 472E]",5,High Risk
"sugar, FLAVOUR ENHANCER (635), Emulsifiers [471,481 (i)], Potassium Chloride (Gelling Agent, E508), Acidity Regulator (Ins 330)., milk, Palmolein, Acidity Regulator (260), Milk Solids, NATURAL COLOUR (160A (I))",5,High Risk
sugar,2,Safe
"Invert Syrup, CARBONATED WATER, Sugar, Refined Wheat flour (Maida)",3,Moderate
"REFINED PALMOLEIN OIL, EDIBLE VEGETABLE OIL (SOYABEAN, PALMOLEIN), INVERT SUGAR SYRUP, cocoa butter",3,Moderate
"SALT, Water, OATS, Mixed Spices",2,Safe
"CEREAL PRODUCTS, Tricalcium Phosphate, Organic Whole Millets Flour, Asafoetida",1,Very Safe
ELAICHI FLAVOUR,4,Concerning
fruit and vegetable extracts | refined wheat flour | invert syrup | Rice Flakes | Refined Wheat Flour (Maida) | Ferrous Citrate | palm oil | Anticaking Agent E551 | thickeners (508 & 412) | TURMERIC POWDER | edible palm oil,4,Concerning
Acidity Regulator (330),4,Concerning
PURIFIED WATER,1,Very Safe
preservative-211,4,Concerning
INVERT SYRUP | ORANGE JUICE CONCENTRATE | Palmolein | palm oil | anticaking agent e551 | refined palmolein oil | SUGAR,4,Concerning
Edible Vegetable Oil; NATURAL COLOUR (150d); Invert Sugar Syrup; Refined Wheat Flour (Maida); ANTIOXIDANT; ACIDITY REGULATOR (CITRIC ACID); cocoa solids; Orange Fruit Powder; Sugar,4,Concerning
"emulsifier ((471),460()), EDIBLE VEGETABLE OIL (PALMOLEIN OIL), Antioxidant (INS 320), artificial flavouring substances ethyl vanillin, Acidity Regulators (330, 331()), acidity regulator (260), SYNTHETIC FOOD COLOURS (INS 102 & 133), Acidity Regulator (INS 330)., synthetic food colour (ins-122)(ins-124), SUGAR, SYNTHETIC FOOD COLOURS (INS 102 & 133)",5,High Risk
"Cocoa Butter, MILK SOLIDS",2,Safe
"EDIBLE COMMON SALT, EDIBLE VEGETABLE OIL (PALM OIL), natural spice oils, Salt, DRY FRUITS POWDER",2,Safe
"salt, Rolled Oats, Mineral (Zinc B, Vitamin E (Acetate), SUGAR, Water",2,Safe
"Sugar; Citric Acid (Acidifying Agent, E330); emulsifying stabilizing agents (ins 414, ins 331, ins 415); EDIBLE VEGETABLE OIL (PALM); TONED MILK",4,Concerning
"Glucose; liquid glucose; edible common salt; Mineral (Zinc B, Vitamin E (Acetate); sugar; Antioxidant (Ins 320)",5,High Risk
"refined palm oil, FLAVOURING SUBSTANCES-CHOCOLATE, SUGAR, Added Flavour (Natural Flavouring Substances",4,Concerning
Liquid Glucose | Artificial flavoring substance. | anticaking agent e551,5,High Risk
"REFINED WHEAT FLOUR (53%); INVERT SYRUP; fruit juice powder; CITRIC ACID (ACIDIFYING AGENT, E330); Refined Palmolein Oil; invert syrup; malt extract; wheat flour (maida); mineral (zinc b, vitamin e (acetate); Salt; Refined Wheat Flour",4,Concerning
Wheat flour (Maida); colour (INS 150d); PRESERVATIVE (282); Refined Wheat flour (Maida); Invert Syrup; STABILIZER (PECTIN); SWEETENER (955).,5,High Risk
sugar | FRUIT AND VEGETABLE EXTRACTS | milk solids,2,Safe
Maize Starch,2,Safe
"REFINED WHEAT FLOUR, Whole Wheat, Asafoetida, Refined Soyabean Oil, refined palm oil, REFINED WHEAT FLOUR",3,Moderate
"BUTTER; Water; emulsifier; REFINED SUGAR; Milk Solids; potassium chloride (gelling agent, e508); REFINED PALM OIL; Natural Spice Oils; Refined Palmolein Oil",4,Concerning
"REFINED WHEAT FLOUR, Palmolein",3,Moderate
EDIBLE VEGETABLE OIL (PALM OIL); Acidity Regulator (INS 260); wheat flour (maida); Preservative (211); ACIDITY REGULATOR (INS-330); SALT; FLAVOURING SUBSTANCE; Flavour Enhancers E627 E631; refined palmolein oil; Synthetic Food Colours (Ins 102 & 133),5,High Risk
"Vitamin B1 (The chloride hydrochloride), Red Chilli Powder",1,Very Safe
"INVERT SUGAR SYRUP, refined wheat flour, SUGAR, cocoa solids",3,Moderate
INVERT SYRUP,3,Moderate
"Sugar, REFINED SUGAR, added orange flavours, Synthetic Food Colours (E102 & E133), HONEY, WHEAT GLUTEN",5,High Risk
"SALT, Invert Syrup, Caffeine, Sugar, refined sugar",3,Moderate
"HONEY, Cocoa Solids, cocoa solids, Mango Pulp, NATURAL ESSENTIAL OILS, dry fruits powder",1,Very Safe
"salt | Hydrogenated Vegetable Fat | REFINED PALMOLEIN OIL | liquid glucose | flavouring substances-chocolate | Thickeners (508 & 412) | improver [blend of antioxidant 300, anticaking agent 170(i) & flour improver 1100]",4,Concerning
"TOMATO POWDER, Edible Common salt",2,Safe
Refined Wheat Flour (53%) | MILK SOLIDS | PALM OIL,3,Moderate
"Leavening agents ((5000), 503)); Edible vegetable oil (Palm oil); INVERT SUGAR SYRUP; Synthetic Food Colours; Dough Conditioner (223); Potassium Carbonate (Acidity Regulator, E501(i)); SYNTHETIC FOOD COLOURS; ACIDITY REGULATORS (5000), 5010))&170(0)); REFINED WHEAT FLOUR; LIQUID GLUCOSE",5,High Risk
Edible Common Salt | Sodium Benzoate (Ins 211). | Rock Salt | ARTIFICIAL FLAVOURIN SUBSTANCES | Palm oil | EDIBLE VEGETABLE OIL (PALMOLEIN OIL) | WHOLE WHEAT FLOUR(ATTA) | iodized salt | ARTIFICIAL FLAVOUR SUBSTANCES (ROSE),5,High Risk
ANTIOXIDANT (INS 322(1)) | ANTIOXIDANT (INS 300). | edible palm oil | Refined Palmolein Oil | WATER | refined wheat flour (53%) | artificial sweeteners | SYNTHETIC FOOD COLOUR (INS 133) | CHOCO CREAM,5,High Risk
"palmolein, refined soyabean oil, Iodized Salt, SUCROSE",3,Moderate
"water, ALMOND, CORN FLAKES, Bengal Gram, Wheat Gluten, COCOA SOLIDS",1,Very Safe
"Flour Treatment Agent (1100), EDIBLE VEGETABLE OIL, ADDED FLAVOUR (NATURAL FLAVOURING SUBSTANCES",4,Concerning
INVERT SUGAR SYRUP | MILK SOLIDS | Antioxidant | acidity regulator (260) | refined wheat flour | EDIBLE SALT | Acidity Regulator(INS 330 & INS 260) | stabilizer (407) | SYNTHETIC FOOD COLOURS | Red Chilli Powder,5,High Risk
"Tricalcium Phosphate, Salt, ACIDITY REGULATOR (E260)",4,Concerning
"ROLLED OATS, Toned Milk, Cinnamon, Vitamin B1 (The chloride hydrochloride), organic jaggery, Jaggery",1,Very Safe
"INVERT SUGAR SYRUP, SPICES AND CONDIMENTS, refined palm oil, EMULS 472E, 481 (1)",3,Moderate
"vitamin b1 (the chloride hydrochloride), Milk, ORANGE JUICE, black salt, CORN FLAKES",1,Very Safe
RAGI | NATURAL FOOD COLOUR (150) | DOUBLE TONED MILK | edible vegetable oil (palm oil),2,Safe
"refined wheat flour, refined palm oil, MILK SOLIDS, Invert Syrup",3,Moderate
"Vitamin A (Ace Vitamin D2 (Ergocalciferol), TURMERIC POWDER, Water, GLUTEN, Dry Fruits powder",1,Very Safe
"Emuls 472E, 481 (1); CLASS II PRESERVATIVE (INS-211); Sugar; SALT; EDIBLE VEGETABLE OILS (PALM)",4,Concerning
"refined wheat flour (53%), CARBONATED WATER, GLUTEN",3,Moderate
"orange juice, Noodle Powder",1,Very Safe
"IMPROVER [BLEND OF ANTIOXIDANT 300, ANTICAKING AGENT 170(I) & FLOUR IMPROVER 1100], COCOA BUTTER, flavouring substance, REFINED WHEAT FLOUR (MAIDA), FLAVOURING SUBSTANCES, ACIDITY REGULATOR (CITRIC ACID), Sugar, Class Ii Preservative (Ins-211)",4,Concerning
"Asafoetida, WATER, TONED MILK",1,Very Safe
"Refined sugar, Liquid Glucose, EDIBLE COMMON SALT",3,Moderate
"edible palm oil, invert syrup, invert syrup, Invert Sugar Syrup, FRUIT JUICE POWDER, Glucose",3,Moderate
"REFINED WHEAT FLOUR, EDIBLE SALT, mineral (zinc b, vitamin e (acetate), EDIBLE PALM OIL, INVERT SUGAR SYRUP, Edible Palm Oil, Refined Palm Oil, liquid glucose, Salt, Butter, Acidity regulators (330&500()), gluten",4,Concerning
"Peanut, jaggery, ALMOND, toned milk dahi",1,Very Safe
"Bengal gram dal, WHEAT BRAN, Noodle Powder, MILK SOLIDS",1,Very Safe
"WHEAT FLOUR (MAIDA), Mixed Spices, Honey, Salt, Edible Palm Oil",3,Moderate
"refined wheat flour (maida), Sugar",3,Moderate
milk solids,1,Very Safe
"RAISING NTS (INS 503(II), INS 500(II), INS 450(I)), COCOA SOLIDS (0.7%), Rock Salt, ADDED ORANGE FLAVOURS, Flax & Sesame Seeds, refined wheat flour",4,Concerning
"invert sugar syrup, Leavening Agent (Ins 500 {I}), Natural Spice Oils, EDIBLE VEGETABLE OIL (PALM), invert syrup, FLAVOURING SUBSTANCES-CHOCOLATE",4,Concerning
"Refined Wheat Flour (Maida), sugar, Acidity Regulator (330), PALM OIL, class ii preservatives (e282), REFINED WHEAT FLOUR (53%), INVERT SUGAR SYRUP",4,Concerning
"almond, EDIBLE VEGETABLE OIL (MUSTARD OIL), VITAMIN A (ACE VITAMIN D2 (ERGOCALCIFEROL), Milk, ORGANIC WHOLE WHEAT FLOUR, OATS",1,Very Safe
"REFINED PALM OIL, Lemon Juice Concentrate",3,Moderate
"Peanut, JAGGERY, COCOA SOLIDS, Cold Pressed Coconut Oil, Spices, Glucose",1,Very Safe
"RAISING NTS (INS 503(ii), INS 500(ii), INS 450(i)), COCOA SOLIDS (0.7%) | raising agents [503(ii),500(ii)] | refined palmolein | Stabilizer (Ins 170) | ACIDITY REGULATORS (330&500()) | refined wheat flour (maida) | FLAVOURING SUBSTANCES",4,Concerning
Sweetener (955). | Cinnamon | Artificial Flavouring Substances Ethyl Vanillin,5,High Risk
"Liquid Glucose, REFINED PALMOLEIN, Peanut, Tricalcium Phosphate, WHEAT FLOUR, PALMOLEIN",3,Moderate
spices,1,Very Safe
"LEMON JUICE CONCENTRATE | Peanut | REFINED SOYABEAN OIL | cocoa butter | Refined Palm Oil | ADDED FLAVOUR SUBSTANCES | Emulsifiers (E322, E476). | Anticaking Agent (INS 551) | Synthetic Food Colour (INS-122)(INS-124) | ANTIOXIDANT",5,High Risk
"Natural Colour (160A (I)), Emulsifiers [471,481 (I)], EDIBLE COMMON SALT, REFINED PALM OIL, Soya Flour, Iodized salt, Refined Palmolein, CAFFEINE, Refined Wheat Flour",4,Concerning
"EDIBLE COMMON SALT, Guava Pulp, Edible Vegetable Oils (Palm), SUGAR, edible vegetable oil (palm oil)",2,Safe
"cinnamon, whole wheat, Wheat Gluten, ORANGE JUICE, Sunflower Oil, gluten",1,Very Safe
"emulsifier (322); Stabilizer (407); ACIDITY REGULATOR (INS 330); Refined Wheat Flour; Improver [Blend Of Antioxidant 300, Anticaking Agent 170(I) & Flour Improver 1100]; Emulsifier (Soya lecithin); Hydrogenated Vegetable Oil; humectant (4510); refined palmolein; Synthetic Food Colours; NATURAL SPICE OILS; Edible starch",5,High Risk
"refined palmolein, Edible Vegetable Oil, INVERT SUGAR SYRUP",3,Moderate
"wheat flour (maida), EDIBLE PALM OIL, Edible Vegetable Oil, liquid glucose, palmolein",3,Moderate
whole wheat flour(atta),1,Very Safe
EDIBLE COMMON SALT,2,Safe
"invert syrup, COCOA SOLIDS, edible palm oil, WATER",3,Moderate
ANTIOXIDANT(E300),4,Concerning
sweetener (960); Palmolein; Refined Palm Oil; REFINED PALM OIL; ALMOND; PALM OIL; Malt Extract,5,High Risk
"mango pulp, Turmeric Powder, Guava Pulp",1,Very Safe
"ORGANIC JAGGERY, ORANGE JUICE",1,Very Safe
"Edible Vegetable Fat; Refined Wheat Flour (53%); mixed fruit; NATURAL COLOUR (150d); INVERT SYRUP; SUGAR; SUGAR; Refined Wheat flour (Maida); LIQUID GLUCOSE; INVERT SYRUP; PRESERVATIVES (280, 281 & 200]; lemon juice concentrate",4,Concerning
"RAISING NTS (INS 503(ii), INS 500(ii), INS 450(i)), COCOA SOLIDS (0.7%)",4,Concerning
"Refined Palm Oil, refined wheat flour, Butter, Sugar, CLASS II PRESERVATIVE, sugar, Liquid Glucose, Flavour Enhancers E627 E631, Edible Vegetable Oil (Palm)",5,High Risk
"ANTIOXIDANT (INS 320), Sugar, flavouring substances, Sugar, soy sauce powder (soybean, wheat, salt), Antioxidant (Ins 320), EDIBLE COMMON SALT, Edible Common Salt, Refined Wheat Flour (53%), SUGAR, orange juice",5,High Risk
"REFINED WHEAT FLOUR (MAIDA) | EMULSIFIERS (322,472e,471) | COLOUR(S) (INS 150C, INS 150D) | liquid glucose",4,Concerning
"liquid glucose, PALMOLEIN, LIQUID GLUCOSE",3,Moderate
"artificial flavouring substances-vanilla, chocolate; palm oil; Refined Wheat flour (Maida); natural food colour (150)",5,High Risk
"Sugar, Organic Jaggery, corn flour, GLUCOSE",2,Safe
"dry fruits powder, Milk Solids, cocoa solids, ROCK SALT, Cocoa Solids",1,Very Safe
"edible starch, Edible Starch, Edible vegetable oil (Palm oil), NATURAL SPICE EXTRACTS, Tricalcium Phosphate, Orange Juice",2,Safe
"wheat gluten, artificial flavourin substances, REFINED WHEAT FLOUR, emulsifier, EDIBLE PALM OIL, Refined Wheat Flour, Palmolien Oil",5,High Risk
SUGAR | Invert Syrup | Refined Palm Oil | EDIBLE COMMON SALT | ANTIOXIDANT | SUGAR | Sugar | REFINED PALM OIL | ARTIFICIAL FLAVOUR SUBSTANCES (ROSE) | Milk solids | Antioxidant (INS 320) | anticidant [300],5,High Risk
Leavening Agent (INS 500 {i}); Sugar; Sugar; water; REFINED WHEAT FLOUR; Class Ii Preservative (Ins-211),4,Concerning
"whole wheat flour, ferrous citrate, MIXED FRUIT, COLD PRESSED COCONUT OIL, water, MILK",1,Very Safe
"Orange Fruit Powder, INVERT SUGAR SYRUP, edible common salt, Orange Fruit Powder",3,Moderate
"invert syrup, Refined Wheat Flour, common salt, refined wheat flour (maida), REFINED WHEAT FLOUR",3,Moderate
"glucose, Bengal gram dal, Yeast",1,Very Safe
"LEMON JUICE CONCENTRATE, edible vegetable oil (mustard oil)",2,Safe
"Sugar, SUGAR",2,Safe
Cocoa Solids,1,Very Safe
acidity regulator(ins 330 & ins 260),4,Concerning
"EDIBLE VEGETABLE OIL (PALM), dehydrated vegetables (carrot, parsley), bengal gram",2,Safe
"HYDROGENATED VEGETABLE FAT, GUAVA PULP, SYNTHETIC FOOD COLOURS (INS 102 & 133), Acidity Regulator (260), soya flour, Butter, stabilizer (INS 170), Invert Syrup, antioxidant (ins 307b), Antioxidant (300)., refined palm oil",5,High Risk
Refined Wheat Flour,3,Moderate
"refined palm oil, FRUIT AND VEGETABLE EXTRACTS, THICKENERS (508 & 412), INVERT SUGAR SYRUP, Wheat Flour, carbonated water, LIQUID GLUCOSE, HONEY, Palmolein, Liquid Glucose, EDIBLE VEGETABLE OIL (PALM)",4,Concerning
"Liquid Glucose, GLUTEN",3,Moderate
"FLOUR, Purified Water, WATER",2,Safe
"NATURAL ESSENTIAL OILS, Cocoa Solids, ORANGE JUICE, CORN FLAKES, Ragi Flour, Milk Solids",1,Very Safe
"SWEETENERS( 951, 950) | SUGAR | Edible Vegetable Oil (Palm) | Refined Palmolein",5,High Risk
"FLAVOURING SUBSTANCES | RAISING AGENTS [503(ii),500(ii)] | Synthetic Food Colours",5,High Risk
"Palmolein; ADDED FLAVOUR NATURE IDENTICAL FLAVOURING SUBSTANCE; soy sauce powder (soybean, wheat, salt); synthetic food colours; refined palm oil; Edible Common Salt; REFINED WHEAT FLOUR (MAIDA); Tertiary Butylhydroquinone (Antioxidant, E319); SODIUM POLYPHOSPHATE (EMULSIFYING AGENT, E452(I))",5,High Risk
Sweetener (955).,5,High Risk
"WHEAT FLOUR, Choco Cream, cereal products, Mixed spices, water, SALT",2,Safe
"edible vegetable oil (palm), flax & sesame seeds, COCOA SOLIDS, Mango Pulp, Cocoa Solids, sunflower oil",2,Safe
ANTIOXIDANT (INS 322(1)) | Flavour Enhancers E627 E631 | sweetener (955). | vitamin a (ace vitamin d2 (ergocalciferol),5,High Risk
"Mixed Spices, Cocoa Solids",1,Very Safe
"MALT EXTRACT, RAISING NTS (INS 503(ii), INS 500(ii), INS 450(i)), COCOA SOLIDS (0.7%), maize starch, LEMON JUICE CONCENTRATE, refined palmolein oil, HYDROGENATED VEGETABLE OIL, Stabilisers (415, 466, 1400),, SODIUM BENZOATE (INS 211)., ARTIFICIAL FLAVOURING SUBSTANCES-VANILLA, CHOCOLATE, BUTTER",5,High Risk
"Class II Preservatives (E282), refined palm oil, GLUCOSE, Dehydrated Vegetables (carrot, parsley), gluten, Common Salt",4,Concerning
"edible vegetable oil (mustard oil), class ii preservatives (e282), wheat flour (maida), Stabilizer (E 440), SYNTHETIC FOOD COLOURS (INS 102 & 133), Purified Water, Edible Vegetable Oil (Palm), BUTTER",5,High Risk
"sugar, CORN FLOUR, corn flour",2,Safe
COCOA SOLIDS,1,Very Safe
"RICE FLAKES; sugar; SYNTHETIC FOOD COLOURS; INVERT SUGAR SYRUP; EMULSIFIER ((471),460()); INVERT SUGAR SYRUP",5,High Risk
"class ii preservative, Wheat flour (Maida), Sodium Polyphosphate (Emulsifying Agent, E452(i)), edible palm oil, EDIBLE VEGETABLE OIL (PALMOLEIN OIL), EMULSIFIERS (322,472e,471), BUTTER, added orange flavour, edible vegetable fat, Sugar",4,Concerning
"Organic Jaggery, APPLE ACIDITY REGULATOR 330, improver [blend of antioxidant 300, anticaking agent 170(i) & flour improver 1100], REFINED SOYABEAN OIL, ACIDITY REGULATORS (330, 331()), Liquid glucose, CHOCO CREAM, Water, salt, FLOUR TREATMENT AGENT (1100), Wheat Flour",4,Concerning
"refined wheat flour, GUAVA PULP, Refined sugar, NATURAL SPICE OILS, REFINED WHEAT FLOUR (MAIDA)",3,Moderate
"iodized salt, Sugar, choco cream, WATER",2,Safe
wheat flour (maida); FLAVOURING SUBSTANCES-CHOCOLATE; Orange Juice Concentrate; ACIDITY REGULATOR (INS 330),4,Concerning
"sweeteners( 951, 950) | Milk | ADDED ORANGE FLAVOURS | Sweetener (960) | SUCROSE | REFINED WHEAT FLOUR (MAIDA) | HYDROGENATED VEGETABLE FATS | PURIFIED WATER | synthetic food colours (e102 & e133) | EDIBLE VEGETABLE OILS (PALM)",5,High Risk
"WHEAT GLUTEN, wheat gluten, mango pulp, MILK SOLIDS",1,Very Safe
"ACIDITY REGULATORS (5000), 5010))&170(0))",4,Concerning
"Rock Salt, Spices & Condiments, corn flakes, Natural Cereal Fibre",1,Very Safe
"REFINED SOYABEAN OIL, edible palm oil",3,Moderate
NATURE IDENTICAL FLAVOURING SUBSTANCES CHOCOLATE | Whole Wheat Flour(Atta) | Refined Wheat Flour (53%) | sugar | Corn Flour | palm oil | Refined Palm Oil | acidity regulator (260) | CLASS II PRESERVATIVE | Emulsifier (Soya lecithin),4,Concerning
"TONED MILK, ORANGE JUICE, vitamin b2 (riboflavin)",1,Very Safe
"liquid glucose, iodised salt, TERTIARY BUTYLHYDROQUINONE (ANTIOXIDANT, E319), Palm oil, palm oil, SALT, Refined Wheat Flour (53%), LIQUID GLUCOSE, Emulsifiers (Ins 322(1), Ins 471)., wheat flour (maida), IMPROVER [BLEND OF ANTIOXIDANT 300, ANTICAKING AGENT 170(I) & FLOUR IMPROVER 1100], COCOA SOLIDS",5,High Risk
"MIXED FRUIT, Dry Fruits Powder, Cold Pressed Coconut Oil, FERROUS CITRATE, Tricalcium Phosphate",1,Very Safe
edible common salt; FLOUR; edible common salt; ANTICAKING AGENT(INS 554),4,Concerning
"DOUGH CONDITIONER (223); ACIDITY REGULATORS (338, 331, 330); Edible Common Salt",4,Concerning
"RAISING AGENTS [503 (II), 500 (II) ) | EDIBLE COMMON SALT | sugar | Refined Wheat flour (Maida) | lemon juice concentrate | artificial flavoring substance. | synthetic food colour-124 | LODIZED SALT | Sugar | CLASS II PRESERVATIVES (E282) | liquid glucose",5,High Risk
"artificial flavouring substances-vanilla, chocolate | Refined Wheat Flour (53%) | Hydrogenated Vegetable Fat | FLAVOUR ENHANCER (635) | preservatives (280, 281 & 200] | HUMECTANT (4510) | EMULS 472e, 481 (1) | rice flakes | Edible Vegetable Oil (Palmolein Oil) | Refined Wheat Flour (Maida)",5,High Risk
"BENGAL GRAM DAL, WATER, gluten, Asafoetida",1,Very Safe
"Refined Palmolein oil, Choco Cream, SUGAR, MALTODEX- TRIN",3,Moderate
"Anticaking Agent (Ins 551), Liquid glucose, natural spice extracts, EDIBLE COMMON SALT, palm oil, COLOUR (INS 150D), ANTIOXIDANT (300)., Edible common Sequestrant (339(1)), Cinnamon, Cinnamon, REFINED WHEAT FLOUR (53%)",4,Concerning
THICKENER (508),4,Concerning
"Palm Oil; TOMATO POWDER; Acidity Regulators (338, 331, 330); sugar; Invert Syrup; black salt; Palm Oil; REFINED WHEAT FLOUR; SUGAR; ARTIFICIAL FLAVOURIN SUBSTANCES; ACIDITY REGULATOR (E260); ARTIFICIAL FLAVOURING SUBSTANCES-VANILLA, CHOCOLATE",5,High Risk
"SYNTHETIC FOOD COLOURS (INS 102 & 133) | ARTIFICIAL FLAVOURING SUBSTANCES ETHYL VANILLIN | Acidity Regulator (260) | Palm oil | Tomato Powder | Soya Flour | Flavouring Substances | MALTODEX- TRIN | STABILISERS (415, 466, 1400), | ferrous citrate",5,High Risk
"soy sauce powder (soybean, wheat, salt), organic whole millets flour",2,Safe
"artificial flavouring substances-vanilla, chocolate | ARTIFICIAL FLAVOUR SUBSTANCES (ROSE) | Acidity Regulators (338, 331, 330) | Class Ii Preservative | COMMON SALT | refined palmolein oil",5,High Risk
ORGANIC WHOLE WHEAT FLOUR | acidity regulator (ins-330) | sugar | refined palm oil | Stabilizer (407) | sugar,4,Concerning
"EMULSIFIERS (E322, E476)., flavour enhancer (635), EMULSIFIERS (322,472E,471), HYDROGENATED VEGETABLE FATS, Hydrogenated Vegetable Oil, REFINED PALM OIL, SYNTHETIC FOOD COLOUR-124, Cocoa Butter, Palm oil, Malt Extract, Sugar",5,High Risk
Salt,2,Safe
"soya flour, Whole Wheat, Ferrous Citrate, NATURAL FOOD COLOUR (150), cocoa solids, Vitamin A (Ace Vitamin D2 (Ergocalciferol)",2,Safe
"Palm oil, water",3,Moderate
"Spices & Condiments, Sunflower Oil, Sunflower Oil, Cocoa solids, Water",1,Very Safe
"Palm oil, Palmolein",3,Moderate
Edible Vegetable Oil (Mustard Oil),1,Very Safe
"Butter, sugar",2,Safe
"SUGAR, Cumin Seed, Edible Vegetable Oil, EDIBLE VEGETABLE OIL (PALMOLEIN OIL), Edible vegetable oil (Palm oil)",2,Safe
"Class Ii Preservative (Ins-211), RAGI FLOUR, PALMOLEIN, sugar, ADDED FLAVOUR SUBSTANCES, WATER, malt extract, IODISED SALT, artificial flavouring substances-vanilla, chocolate, antioxidant (ins 307b), Sugar",5,High Risk
"RAISING AGENTS [503 (ii), 500 (ii) )",4,Concerning
Sugar | refined palm oil | natural spice extracts | STABILIZER (INS 170) | Cumin Seed | Sugar | Salt | Organic Jaggery | Sugar,4,Concerning
"COLD PRESSED COCONUT OIL, Refined Wheat Flour (Maida), INVERT SYRUP, COLOUR(S) (INS 150C, INS 150D)",4,Concerning
